species,age,weight,affection,appetite,vaccinated,injury,wound,overall_health
Dog,6,31.0,3.3,7.9,1,1,0,12.0457
Dog,6,9.79,2.6,4.3,0,1,1,8.2578
Rabbit,13,31.34,3.3,4.0,0,1,1,32.9294
Cat,15,32.36,5.5,8.4,1,1,1,47.0495
Dog,11,30.65,6.7,8.8,1,0,1,39.9274
Rabbit,12,37.47,9.2,7.1,0,1,0,6.2671
Rabbit,14,9.18,5.3,1.5,1,0,1,43.8799
Dog,13,38.85,8.6,4.8,1,1,1,9.9343
Cow,2,25.94,7.9,2.9,1,1,1,48.3576
Rabbit,2,26.4,5.4,3.8,1,1,0,10.1354
Rabbit,3,43.71,5.0,3.8,0,0,1,10.9095
Dog,8,46.33,1.2,1.0,1,1,0,47.5282
Rabbit,2,11.25,8.3,1.5,1,1,0,36.0029
Dog,1,6.44,1.5,4.7,0,0,1,40.2307
Cow,9,2.7,6.7,1.1,1,0,1,14.8849
Cow,11,23.38,8.1,1.7,0,1,1,5.9839
Cow,15,2.92,3.5,7.7,1,1,1,17.3523
Cat,7,39.11,8.6,9.4,1,0,0,60.4544
Dog,13,27.68,1.6,7.2,1,0,1,10.2168
Dog,1,9.68,7.4,7.2,0,1,0,14.2275
Cow,3,15.69,5.7,8.5,0,0,1,38.1568
Cow,5,27.79,7.5,5.3,1,0,1,43.8539
Dog,10,35.0,4.7,5.9,0,1,0,17.1072
Rabbit,9,20.27,8.1,2.4,0,0,0,37.2227
Cow,6,28.95,3.6,2.7,1,1,0,31.315
Cat,12,40.38,1.7,6.6,0,1,1,48.0088
Dog,5,18.38,8.2,8.2,0,1,1,24.6597
Cat,2,33.49,8.8,6.5,1,1,1,22.3403
Rabbit,4,23.1,1.5,3.2,0,1,0,27.663
Cow,1,34.02,5.0,9.7,1,0,0,85.9246
Cow,10,42.79,1.7,2.1,0,0,0,20.8572
Cat,12,11.55,4.0,8.1,1,1,0,25.2873
Cow,15,20.65,2.4,4.6,0,0,0,41.871
Cat,8,25.61,8.8,7.6,1,0,1,4.3429
Rabbit,9,7.12,6.4,9.4,1,0,1,2.539
Cat,14,46.05,9.3,1.0,1,1,1,43.795
Cat,12,15.53,8.5,1.5,1,0,1,12.3
Rabbit,8,28.57,3.6,2.3,0,0,0,11.2857
Cat,8,22.68,3.1,9.7,0,0,0,6.9034
Cow,12,28.65,1.9,5.2,1,0,0,89.9842
Dog,7,48.05,9.6,6.9,1,1,0,22.7232
Cow,9,41.44,3.5,6.3,1,0,0,96.5106
Cow,9,29.15,6.3,6.9,0,1,0,5.6223
Dog,6,8.15,8.1,9.3,1,0,0,73.2246
Dog,13,13.79,4.3,1.4,1,0,1,21.4521
Cat,6,15.84,9.1,9.4,1,1,0,26.1322
Cat,4,37.75,7.1,4.3,1,0,1,23.2379
Cow,4,25.62,6.6,2.2,1,1,1,4.1509
Rabbit,5,3.31,9.1,6.9,1,0,0,80.9019
Dog,9,9.36,8.7,4.1,1,0,0,95.4521
Cow,2,24.05,6.6,9.3,1,0,1,48.4571
Cow,7,30.69,4.1,1.5,1,1,1,5.8778
Cow,11,16.08,7.5,1.5,1,0,1,44.3605
Cow,11,6.27,3.3,4.2,0,0,1,33.8526
Dog,3,6.62,4.0,2.5,1,1,1,14.3278
Rabbit,6,35.1,8.0,9.2,0,1,0,47.0046
Rabbit,9,20.56,1.6,4.5,1,1,0,46.8437
Rabbit,3,17.72,8.3,8.0,1,0,1,34.6599
Cow,4,22.77,3.8,1.5,0,0,1,37.8633
Dog,13,20.88,1.5,1.2,0,1,1,42.8028
Cow,2,37.42,6.2,2.3,1,0,1,23.1343
Cow,10,16.04,6.2,9.4,0,1,1,6.293
Cat,8,14.18,5.0,6.9,0,1,1,48.3296
Cat,15,25.88,5.7,9.8,1,0,1,28.652
Dog,2,46.48,1.6,5.6,1,1,1,44.5649
Cow,5,28.27,3.5,5.6,1,0,1,27.1008
Dog,14,6.15,8.0,6.2,1,1,1,31.182
Cow,6,14.55,9.5,9.5,1,1,0,46.7936
Cat,7,18.42,5.0,4.3,0,0,1,10.2691
Cat,14,43.5,8.0,5.0,1,0,1,5.6204
Dog,10,5.93,8.2,4.1,1,1,0,39.6923
Rabbit,15,6.15,1.4,9.5,0,0,1,11.1005
Cow,10,8.71,4.1,6.1,1,1,0,33.3332
Cow,7,22.5,8.5,6.8,0,1,0,27.4251
Cat,9,44.65,6.9,7.1,1,1,0,9.4473
Cow,9,13.62,9.4,5.7,0,0,1,3.5286
Rabbit,8,21.02,1.7,8.5,1,0,0,61.312
Cat,8,25.7,7.6,5.1,0,1,0,15.7351
Rabbit,12,37.49,3.7,1.4,1,1,1,15.1568
Cat,14,34.27,2.9,6.9,1,0,0,56.9036
Cat,1,15.81,3.0,3.2,0,1,1,42.008
Dog,2,27.74,1.7,4.5,0,1,1,24.7158
Cat,15,36.63,9.0,8.6,1,0,1,12.6527
Rabbit,8,2.61,9.0,3.5,0,0,1,2.9565
Dog,2,43.63,8.2,1.8,1,0,0,70.5419
Dog,8,44.61,1.7,3.3,1,0,0,76.0143
Dog,12,30.69,8.7,1.2,0,1,1,1.5111
Rabbit,14,38.59,9.9,8.2,0,1,1,14.5823
Rabbit,8,35.44,6.9,7.7,1,0,0,62.8747
Rabbit,15,32.69,4.7,6.5,1,0,1,32.0611
Dog,14,1.86,7.0,7.8,0,0,0,34.7389
Cow,15,45.65,6.3,9.5,1,1,0,4.5283
Dog,14,40.44,7.3,9.4,1,1,0,35.88
Cow,7,6.14,7.6,5.3,1,1,1,14.6567
Cat,14,46.92,2.6,1.1,0,1,0,2.3981
Cow,11,29.63,8.2,3.0,1,1,1,46.7557
Cow,4,21.72,7.8,5.3,0,1,1,20.2333
Dog,11,37.59,2.5,8.8,1,0,0,50.7472
Cat,10,14.34,8.0,6.6,1,0,0,60.5151
Dog,12,25.24,8.4,8.7,1,1,1,19.4843
Cow,2,14.76,2.6,1.5,1,1,0,26.1716
Cow,12,14.42,8.8,2.9,1,1,0,35.5668
Cat,9,1.66,6.4,6.9,1,1,1,30.1199
Rabbit,14,38.76,6.3,1.0,0,0,0,44.1227
Cow,14,49.07,9.9,4.2,1,0,0,99.6984
Cat,1,30.67,8.6,6.5,1,1,1,42.9052
Dog,5,27.6,3.8,5.5,0,0,0,7.0165
Rabbit,12,40.46,7.4,3.8,1,1,0,22.8777
Dog,4,1.96,6.9,9.5,0,1,1,47.0709
Dog,2,28.43,9.9,3.6,1,1,0,35.5209
Cow,5,21.31,9.4,1.8,0,1,1,22.475
Cat,15,2.08,5.0,9.9,0,1,1,20.8026
Rabbit,9,11.91,7.6,3.8,1,0,0,58.1096
Cat,1,26.97,5.4,4.5,1,0,1,39.8613
Dog,3,5.99,1.1,9.4,0,1,1,11.5948
Dog,1,13.36,5.1,7.0,1,0,0,82.075
Rabbit,4,31.18,2.0,5.8,1,0,0,54.4075
Cow,13,14.66,4.9,4.2,1,0,0,52.3648
Cow,14,49.82,9.7,8.2,1,0,1,15.6119
Rabbit,2,5.81,2.7,6.6,1,1,0,9.9626
Cow,2,8.78,5.2,4.5,1,1,0,28.0121
Cat,13,20.97,5.5,6.0,1,1,1,24.3535
Cow,11,7.91,6.1,4.4,1,0,1,42.7845
Dog,3,28.48,9.0,9.9,1,1,0,40.6182
Cow,6,26.32,2.2,3.8,0,1,1,8.3176
Cow,3,15.85,9.6,4.4,0,1,0,30.8794
Cat,14,5.25,9.2,3.9,1,1,0,24.7951
Cat,12,10.22,3.4,8.2,0,0,0,23.645
Cat,2,8.93,2.5,8.9,0,0,0,24.8645
Cow,13,40.79,9.8,2.3,1,0,1,14.8215
Cow,15,22.43,9.9,1.5,0,1,0,34.23
Rabbit,10,46.66,4.8,8.6,1,1,0,34.4205
Dog,2,47.15,7.3,5.7,1,1,0,27.5297
Rabbit,1,2.8,5.5,7.0,0,0,1,5.5778
Dog,11,12.92,6.1,5.6,0,1,0,10.396
Dog,12,14.18,4.9,4.1,1,0,0,99.6436
Rabbit,9,6.22,4.3,4.4,0,1,0,19.5182
Dog,13,44.57,6.5,2.2,0,0,1,37.1447
Rabbit,3,24.75,8.9,4.1,0,0,0,7.0277
Rabbit,5,40.23,2.0,1.2,1,1,1,41.1272
Dog,1,30.3,4.7,2.3,0,0,1,38.3005
Dog,2,3.44,8.2,3.5,0,0,0,43.1416
Cow,7,45.3,4.1,3.7,1,1,1,12.3572
Cat,7,26.85,4.5,3.7,1,0,1,17.0254
Rabbit,14,29.38,6.8,7.6,1,0,0,89.4372
Rabbit,10,25.04,7.7,2.3,1,0,0,53.4444
Cat,7,33.59,2.2,1.6,1,0,1,18.4178
Dog,8,18.42,6.4,6.0,0,1,1,5.9953
Rabbit,13,28.81,9.8,2.0,1,1,1,18.9486
Cat,6,46.44,1.1,3.9,0,0,0,13.2207
Dog,12,38.6,7.4,2.7,1,0,0,75.0154
Rabbit,13,32.54,7.0,4.8,1,1,1,25.5627
Cow,9,8.74,5.3,3.5,1,1,1,12.957
Dog,15,37.49,5.3,4.1,0,0,1,15.3273
